省份,年份,行政区划代码,总人口,城镇人口,乡村人口,0-14岁,15-64岁,65岁及以上,平均家庭规模,户数,城镇化率,乡村人口占比,0-14岁占比,15-64岁占比,65岁及以上占比
宁夏,2021,640000.0,725.0,479.0,246.0,156.99,509.41,58.6,2.97,9032.0,0.6606896551724138,0.3393103448275862,0.21653793103448277,0.7026344827586207,0.08082758620689655
宁夏,2022,640000.0,728.0,483.0,245.0,151.74,515.18,61.08,3.0,8760.0,0.6634615384615384,0.33653846153846156,0.20843406593406594,0.7076648351648351,0.0839010989010989
宁夏,2023,640000.0,729.0,491.0,238.0,145.26,520.42,63.32,3.05,8893.0,0.6735253772290809,0.32647462277091904,0.19925925925925925,0.7138820301783264,0.08685871056241426
宁夏,2024,640000.0,729.0,497.32,232.0,139.37,525.0,64.62,2.84,9419.0,0.6821947873799725,0.31824417009602196,0.19117969821673525,0.720164609053498,0.08864197530864198
安徽,2000,340000.0,5986.0,1664.71,4321.29,1359.36,4103.44,523.2,3.71,17227.0,0.2781005679919813,0.7218994320080186,0.22708987637821582,0.6855061810892081,0.08740394253257602
安徽,2001,340000.0,6128.0,1821.01,4306.99,1345.0,4256.18,526.82,3.6,17557.0,0.29716220626631856,0.7028377937336814,0.21948433420365535,0.6945463446475196,0.08596932114882508
安徽,2002,340000.0,6128.0,1910.47,4217.53,1482.73,4140.55,504.72,3.49,17887.0,0.31176077023498694,0.6882392297650131,0.24195985639686685,0.6756772193211489,0.08236292428198434
安徽,2003,340000.0,6163.0,1999.93,4163.07,1344.58,4313.7,504.72,3.38,18217.0,0.32450592244036996,0.67549407755963,0.21816972253772512,0.699935096543891,0.08189518091838391
安徽,2004,340000.0,6228.0,2089.39,4138.61,1351.1,4346.41,530.49,3.36,18612.0,0.3354833012202954,0.6645166987797045,0.21693962748876042,0.6978821451509313,0.08517822736030829
安徽,2005,340000.0,6120.0,2178.85,3941.15,1327.32,4215.55,577.14,3.23,18457.0,0.35602124183006534,0.6439787581699347,0.21688235294117647,0.6888153594771242,0.09430392156862745
安徽,2006,340000.0,6110.0,2266.81,3843.19,1303.53,4182.69,623.78,3.09,18302.0,0.371,0.629,0.21334369885433715,0.6845646481178396,0.10209165302782323
安徽,2007,340000.0,6118.0,2367.67,3750.33,1276.77,4198.61,642.63,3.04,18460.0,0.3870006538084341,0.6129993461915658,0.20869074861065706,0.6862716574043805,0.10503922850604773
安徽,2008,340000.0,6135.0,2484.68,3650.33,1234.01,4241.81,659.18,3.04,18178.0,0.405000814995925,0.595000814995925,0.20114262428687857,0.6914115729421354,0.10744580277098614
安徽,2009,340000.0,6131.0,2581.15,3549.85,1180.69,4328.1,622.21,3.04,17966.0,0.42099983689447074,0.5790001631055293,0.1925770673625836,0.705937041265699,0.10148589137171751
安徽,2010,340000.0,5956.71,2573.42,3383.58,1128.36,4204.4,623.95,3.04,17423.0,0.4320203602324102,0.5680283243602593,0.18942671373963144,0.7058258669634747,0.10474741929689377
安徽,2011,340000.0,5972.0,2675.46,3296.54,1076.03,4270.28,625.68,3.03,16880.0,0.44800066979236436,0.5519993302076356,0.18017916945746817,0.7150502344273275,0.10476892163429335
安徽,2012,340000.0,5978.0,2767.81,3210.19,1082.68,4278.55,616.78,3.02,16335.0,0.4629993308798929,0.537000669120107,0.18111073937771832,0.7157159585145534,0.10317497490799599
安徽,2013,340000.0,5988.0,2866.46,3121.54,1105.33,4252.03,630.64,3.03,16155.0,0.47870073480293923,0.5212992651970608,0.18459084836339343,0.7100918503674014,0.10531730126920508
安徽,2014,340000.0,5997.0,2957.12,3039.88,1072.27,4299.84,624.89,3.08,16057.0,0.4930998832749708,0.5069001167250292,0.17880106720026678,0.7169984992496249,0.10420043355010838
安徽,2015,340000.0,6011.0,3063.81,2947.19,1065.09,4287.57,658.34,3.2,15872.0,0.5097005489935119,0.49029945100648814,0.17719015138911992,0.7132873066045583,0.10952254200632175
安徽,2016,340000.0,6033.0,3174.56,2858.44,1057.9,4283.31,691.79,3.32,15687.0,0.5261992375269352,0.4738007624730648,0.17535222940493952,0.7099801093983094,0.11466766119675119
安徽,2017,340000.0,6057.0,3288.35,2768.65,1156.91,4113.02,787.08,3.18,16213.0,0.5429007759616972,0.45709922403830283,0.19100379725936933,0.6790523361400034,0.12994551758296186
安徽,2018,340000.0,6076.0,3381.29,2694.71,1129.43,4144.44,802.13,3.11,16479.0,0.5564993416721528,0.4435006583278473,0.18588380513495723,0.6821000658327847,0.13201612903225807
安徽,2019,340000.0,6092.0,3473.66,2618.34,1136.0,4105.07,850.93,2.92,16925.0,0.5702002626395273,0.4297997373604728,0.18647406434668418,0.6738460275771503,0.13967990807616545
安徽,2020,340000.0,6105.0,3561.05,2543.95,1138.0,4069.58,897.42,2.8,20362.0,0.5833005733005733,0.41669942669942667,0.1864045864045864,0.6665978705978706,0.146997542997543
安徽,2021,340000.0,6113.0,3630.51,1741.0,1140.0,4029.1,943.9,2.67,23798.0,0.5938998854899395,0.2848028791100932,0.18648781285784394,0.6591035498118764,0.15440863733027974
安徽,2022,340000.0,6127.0,3685.39,2441.0,1103.71,4055.67,967.62,2.71,22615.0,0.6014999183939937,0.3984005222784397,0.1801387302105435,0.6619340623469887,0.15792720744246777
安徽,2023,340000.0,6121.0,3765.03,2355.97,1062.05,4087.6,971.35,2.78,22919.0,0.6151004737787944,0.38489952622120566,0.17350923051788922,0.6677993791864074,0.1586913902957033
安徽,2024,340000.0,6123.0,3831.16,2292.0,1017.75,4144.83,960.42,2.46,25375.0,0.6256998203495019,0.37432631063204314,0.16621754042136208,0.6769279764821166,0.1568544830965213
山东,2000,370000.0,8998.0,3355.15,5642.85,1447.37,6837.97,712.66,3.2,27978.0,0.3728773060680151,0.6271226939319849,0.1608546343631918,0.7599433207379418,0.07920204489886641
山东,2001,370000.0,9041.0,3503.32,5537.68,1461.55,6857.24,722.21,3.16,28356.0,0.3874925340117244,0.6125074659882757,0.16165800243335915,0.7584603473067139,0.07988165025992701
山东,2002,370000.0,9082.0,3651.49,5430.51,1710.61,6599.05,772.33,3.12,28734.0,0.40205791675842323,0.5979420832415767,0.18835168465095792,0.7266075754239154,0.08503963884606915
山东,2003,370000.0,9125.0,3799.67,5325.33,1674.55,6623.39,827.06,3.08,29112.0,0.41640219178082194,0.5835978082191781,0.18351232876712328,0.7258509589041097,0.09063671232876712
山东,2004,370000.0,9180.0,3947.84,5232.16,1572.31,6761.66,846.03,3.04,29225.0,0.4300479302832244,0.5699520697167756,0.1712755991285403,0.7365642701525055,0.09216013071895425
山东,2005,370000.0,9248.0,4162.0,5086.0,1497.27,6883.08,867.65,2.99,29111.0,0.4500432525951557,0.5499567474048442,0.16190203287197233,0.7442776816608997,0.09382028546712802
山东,2006,370000.0,9309.0,4291.0,5017.0,1422.22,6997.51,889.27,2.94,28997.0,0.4609517671071007,0.5389408099688473,0.15277903104522506,0.7516929852830594,0.09552798367171554
山东,2007,370000.0,9367.0,4379.0,4988.0,1443.48,7010.82,912.7,2.94,29049.0,0.4674922600619195,0.5325077399380805,0.15410270097149567,0.7484594854275648,0.09743781360093948
山东,2008,370000.0,9417.0,4483.0,4935.0,1467.91,7030.89,918.2,2.96,28672.0,0.4760539449930976,0.5240522459381969,0.15587872995646174,0.7466167569289583,0.09750451311458001
山东,2009,370000.0,9470.0,4576.0,4894.0,1482.84,7064.5,922.65,2.98,28104.0,0.4832101372756072,0.5167898627243929,0.15658289334741288,0.745987328405491,0.097428722280887
山东,2010,370000.0,9588.0,4765.0,4823.0,1491.81,7115.19,981.0,2.94,28220.0,0.49697538589904044,0.5030246141009596,0.15559136420525657,0.7420932415519399,0.1023153942428035
山东,2011,370000.0,9665.0,4916.0,4749.0,1500.78,7124.88,1039.34,2.9,28335.0,0.5086394205897569,0.49136057941024314,0.1552798758406622,0.7371836523538541,0.1075364718054837
