省份,year,indicator,indicator_code,forecast_method,median_robust_trend
青海,2032,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,99.74279311747648
青海,2033,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,99.89240208102977
青海,2034,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,100.0210657896856
青海,2035,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,100.13171657912962
黑龙江,2025,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,145.02609803956312
黑龙江,2026,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,143.82266122707787
黑龙江,2027,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,142.6489373753612
黑龙江,2028,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,141.50419286879787
黑龙江,2029,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,140.3877122048067
黑龙江,2030,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,139.29879754662812
黑龙江,2031,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,138.23676828715358
黑龙江,2032,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,137.31668592688408
黑龙江,2033,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,136.78208323045362
黑龙江,2034,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,136.32232491152345
黑龙江,2035,饲料粮,feed_grain_pc_kg,median_of_robust_provincial_trend_models,135.92693275724352
