聚类对象,时间范围,默认K值,省份数量,输入文件,核心特征,是否排除分城乡字段
经济水平与价格指标,2000-2024,4,31,/mnt/test/粮食需求/宏观数据收集（CSV编码）/经济数据（省级）.csv,GDP、人均可支配收入总计、人均消费支出总计、总CPI、食品CPI、粮食CPI的水平、趋势与波动特征,True
