省份,行政区划代码,cluster,cluster_label,核心特征摘要,地区生产总值_均值,地区生产总值_最新年值,地区生产总值_首年值,地区生产总值_变化量,地区生产总值_变化率,地区生产总值_线性趋势斜率,地区生产总值_标准差,地区生产总值_变异系数,人均可支配收入_地区总计_均值,人均可支配收入_地区总计_最新年值,人均可支配收入_地区总计_首年值,人均可支配收入_地区总计_变化量,人均可支配收入_地区总计_变化率,人均可支配收入_地区总计_线性趋势斜率,人均可支配收入_地区总计_标准差,人均可支配收入_地区总计_变异系数,人均消费支出_地区总计_均值,人均消费支出_地区总计_最新年值,人均消费支出_地区总计_首年值,人均消费支出_地区总计_变化量,人均消费支出_地区总计_变化率,人均消费支出_地区总计_线性趋势斜率,人均消费支出_地区总计_标准差,人均消费支出_地区总计_变异系数,地区居民消费价格指数_总指数_均值,地区居民消费价格指数_总指数_最新年值,地区居民消费价格指数_总指数_首年值,地区居民消费价格指数_总指数_变化量,地区居民消费价格指数_总指数_变化率,地区居民消费价格指数_总指数_线性趋势斜率,地区居民消费价格指数_总指数_标准差,地区居民消费价格指数_总指数_变异系数,地区居民消费价格指数_食品_均值,地区居民消费价格指数_食品_最新年值,地区居民消费价格指数_食品_首年值,地区居民消费价格指数_食品_变化量,地区居民消费价格指数_食品_变化率,地区居民消费价格指数_食品_线性趋势斜率,地区居民消费价格指数_食品_标准差,地区居民消费价格指数_食品_变异系数,地区居民消费价格指数_粮食_均值,地区居民消费价格指数_粮食_最新年值,地区居民消费价格指数_粮食_首年值,地区居民消费价格指数_粮食_变化量,地区居民消费价格指数_粮食_变化率,地区居民消费价格指数_粮食_线性趋势斜率,地区居民消费价格指数_粮食_标准差,地区居民消费价格指数_粮食_变异系数
吉林,220000,0,中等经济水平-上升型,地区生产总值_最新年值=14361.20；人均可支配收入_地区总计_最新年值=31318.00；人均消费支出_地区总计_最新年值=23118.00；地区居民消费价格指数_总指数_最新年值=100.00,7733.592000000001,14361.2,1751.4,12609.800000000001,7.199840127897682,580.4315384615468,4233.451784340527,0.5474108000965822,15294.4524,31318.0,3388.0,27930.0,8.243801652892563,1236.6520615384804,9000.315274377572,0.5884692723210915,11192.736799999999,23118.0,2782.0,20336.0,7.309849029475198,857.2972923077051,6252.013238557781,0.558577705370306,101.97200000000001,100.0,98.6,1.4000000000000057,0.014198782961460505,-0.008538461538466234,1.7219802554036443,0.016886794957475033,103.90800000000002,99.3,95.9,3.3999999999999915,0.035453597497393026,-0.05630769230770412,4.7075190918359535,0.04530468387261763,103.648,100.2,89.1,11.100000000000009,0.12457912457912468,-0.10323076923078546,7.76479851638148,0.07491508293822824
黑龙江,230000,0,中等经济水平-上升型,地区生产总值_最新年值=16476.90；人均可支配收入_地区总计_最新年值=31269.00；人均消费支出_地区总计_最新年值=23467.00；地区居民消费价格指数_总指数_最新年值=100.50,9588.136,16476.9,2855.5,13621.400000000001,4.770232883908248,605.739769230778,4419.174748378254,0.46090029890880285,15227.766000000001,31269.0,3602.0,27667.0,7.681010549694614,1219.376169230788,8880.989921810293,0.5832102963632546,11353.3076,23467.0,2772.0,20695.0,7.465728715728716,887.9194384615522,6466.002158066624,0.5695258497238835,101.936,100.5,98.3,2.200000000000003,0.022380467955239094,0.0043846153846106095,1.8121545187979973,0.01777737520402995,103.74799999999999,98.8,96.0,2.799999999999997,0.029166666666666636,-0.049692307692320484,4.7945902848940065,0.046213809277229505,103.64,101.2,92.3,8.900000000000006,0.09642470205850494,-0.07592307692309049,6.1756942929520084,0.059587941846314246
广西,450000,0,中等经济水平-上升型,地区生产总值_最新年值=28649.40；人均可支配收入_地区总计_最新年值=31125.00；人均消费支出_地区总计_最新年值=21150.00；地区居民消费价格指数_总指数_最新年值=100.20,12612.772000000003,28649.4,2080.0,26569.4,12.773750000000001,1177.73746153848,8631.903628772508,0.6843779962701702,14157.482000000002,31125.0,3013.0,28112.0,9.33023564553601,1241.8719000000194,9088.071923142774,0.6419271395254307,9752.4784,21150.0,2452.0,18698.0,7.625611745513866,814.1989076923205,5965.853256636929,0.6117268874583642,102.12399999999998,100.2,99.7,0.5,0.0050150451354062184,-0.012538461538466565,2.199505398947682,0.021537595461866774,104.37599999999999,98.7,96.6,2.1000000000000085,0.0217391304347827,-0.059230769230783485,6.141223330900774,0.058837504128351106,103.368,100.7,91.6,9.100000000000009,0.09934497816593896,-0.12276923076924623,6.745233576385625,0.06525456211192657
云南,530000,0,中等经济水平-上升型,地区生产总值_最新年值=31534.10；人均可支配收入_地区总计_最新年值=29932.00；人均消费支出_地区总计_最新年值=22280.00；地区居民消费价格指数_总指数_最新年值=100.20,13141.815999999999,31534.1,2030.1,29504.0,14.533274222944684,1309.969230769252,9682.185579534405,0.7367463963530159,13034.388,29932.0,2623.0,27309.0,10.411361036980557,1204.7201076923275,8878.86134873611,0.6811874365513831,9546.4376,22280.0,2202.0,20078.0,9.118074477747502,852.5649076923215,6308.2799751243,0.6607993724406999,102.01599999999999,100.2,97.9,2.299999999999997,0.023493360572012227,-0.004000000000005631,2.055758740708647,0.02015133646397278,104.37199999999999,99.1,94.6,4.5,0.04756871035940804,-0.031076923076937983,5.960840209232251,0.057111487843791935,103.632,101.4,90.6,10.800000000000011,0.11920529801324517,-0.12938461538463214,6.416710683831708,0.061918236489035314
贵州,520000,0,中等经济水平-上升型,地区生产总值_最新年值=22667.10；人均可支配收入_地区总计_最新年值=28561.00；人均消费支出_地区总计_最新年值=20871.00；地区居民消费价格指数_总指数_最新年值=100.10,8955.672,22667.1,1029.9,21637.199999999997,21.0090300029129,967.5776153846309,7195.154476146846,0.8034187134306443,11856.0704,28561.0,2290.0,26271.0,11.472052401746724,1158.6579692307882,8570.230615358016,0.7228559148365057,8804.9548,20871.0,1880.0,18991.0,10.101595744680852,840.6475230769373,6209.68372827932,0.7052487910874137,101.956,100.1,99.5,0.5999999999999943,0.006030150753768787,-0.036307692307697724,2.085584810071266,0.020455733944753286,104.18799999999999,99.7,95.3,4.400000000000006,0.04616998950682063,-0.0759230769230925,6.129033855347839,0.05882667730782662,103.66400000000002,100.7,92.7,8.0,0.08629989212513484,-0.12869230769232332,7.042890315772354,0.06793959634754933
浙江,330000,1,中等经济水平-上升型,地区生产总值_最新年值=90130.60；人均可支配收入_地区总计_最新年值=67013.00；人均消费支出_地区总计_最新年值=45107.00；地区居民消费价格指数_总指数_最新年值=100.30,38302.284,90130.6,6164.8,83965.8,13.620198546587075,3470.45407692313,25461.07193876456,0.6647403047495695,30660.777599999998,67013.0,6719.0,60294.0,8.973656794165798,2608.732200000041,19124.617806642887,0.6237486229521748,20785.664,45107.0,5170.0,39937.0,7.724758220502902,1615.2254000000248,11828.118467925151,0.5690517497023502,101.95200000000001,100.3,101.0,-0.7000000000000028,-0.0069306930693069585,0.007230769230766598,1.6441703074803429,0.016126905872178503,104.23599999999999,100.2,99.5,0.7000000000000028,0.007035175879397014,-0.047846153846164176,4.34021934929561,0.041638391240028494,103.69200000000001,101.3,87.5,13.799999999999997,0.15771428571428567,-0.1696153846154041,7.992342335010431,0.07707771414391111
江苏,320000,1,中等经济水平-上升型,地区生产总值_最新年值=137008.00；人均可支配收入_地区总计_最新年值=55415.00；人均消费支出_地区总计_最新年值=37346.00；地区居民消费价格指数_总指数_最新年值=100.50,59544.664000000004,137008.0,8553.7,128454.3,15.01739598068672,5584.193230769318,40812.65136884768,0.6854124051963358,24989.335600000002,55415.0,4928.0,50487.0,10.244926948051948,2215.3939769231115,16220.266494481299,0.6490875449478255,17065.6184,37346.0,3667.0,33679.0,9.184346877556585,1431.3804846154073,10455.601719853212,0.6126705446462586,102.10799999999999,100.5,100.1,0.4000000000000057,0.003996003996004053,0.0068461538461516884,1.5778263529298777,0.015452524316702685,104.27999999999999,100.2,97.8,2.4000000000000057,0.024539877300613556,-0.005384615384625096,4.472672579118665,0.04289099136093849,103.584,99.1,87.7,11.399999999999991,0.129988597491448,-0.14084615384617255,8.1472292222571,0.07865335594548481
天津,120000,1,中等经济水平-上升型,地区生产总值_最新年值=18024.30；人均可支配收入_地区总计_最新年值=53581.00；人均消费支出_地区总计_最新年值=35804.00；地区居民消费价格指数_总指数_最新年值=100.20,8771.46,18024.3,1591.7,16432.6,10.323930388892379,725.2295384615494,5261.949310664252,0.599894351757205,26344.9864,53581.0,6728.0,46853.0,6.963882282996432,2091.6655923077246,15267.377502456897,0.5795173802958158,19258.5804,35804.0,5018.0,30786.0,6.13511359107214,1400.4365615384822,10220.906083704509,0.5307195998571375,101.91199999999999,100.2,99.6,0.6000000000000085,0.006024096385542255,0.00961538461538093,1.5261245034400057,0.014974924478373557,103.96799999999999,98.5,98.0,0.5,0.00510204081632653,-0.08284615384616564,4.115212752701857,0.0395815323243869,103.99600000000002,100.3,90.3,10.0,0.1107419712070875,-0.14915384615386168,6.101113341022277,0.05866680777166695
广东,440000,1,中等经济水平-上升型,地区生产总值_最新年值=141633.80；人均可支配收入_地区总计_最新年值=51474.00；人均消费支出_地区总计_最新年值=35818.00；地区居民消费价格指数_总指数_最新年值=100.00,64515.28400000001,141633.8,10810.2,130823.59999999999,12.101866755471683,5764.419076923166,42110.99223846125,0.6527289291396632,25538.158000000003,51474.0,7013.38,44460.62,6.339399832890846,1918.3487923077203,14101.77759324008,0.5521846013028848,17930.84,35818.0,5544.0,30274.0,5.460678210678211,1340.5806692307901,9806.470599791955,0.5469052537299957,101.876,100.0,101.4,-1.4000000000000057,-0.013806706114398477,0.017538461538459657,1.7924910041615267,0.017594831011833276,103.86,99.6,98.5,1.0999999999999943,0.011167512690355272,0.031769230769222626,4.582313826005373,0.04412010231085473,102.88,100.7,94.3,6.400000000000006,0.0678685047720043,-0.046769230769241846,4.484551259602236,0.04359011722008395
福建,350000,1,中等经济水平-上升型,地区生产总值_最新年值=57761.00；人均可支配收入_地区总计_最新年值=47857.00；人均消费支出_地区总计_最新年值=33876.00；地区居民消费价格指数_总指数_最新年值=99.90,23938.987999999998,57761.0,3764.5,53996.5,14.343604728383584,2370.741923076961,17527.050457674162,0.73215502917977,22701.3544,47857.0,4977.17,42879.83,8.61530347566991,1850.260000000027,13626.090244772073,0.6002324797313447,15521.8748,33876.0,3752.0,30124.0,8.028784648187633,1302.8917153846367,9540.356016358768,0.6146394130404124,101.796,99.9,102.1,-2.1999999999999886,-0.021547502448579715,-0.017461538461540624,1.7752701202915564,0.017439487998463163,103.82799999999999,99.2,98.6,0.6000000000000085,0.006085192697768849,-0.027538461538472534,4.736456059122686,0.04561829235969764,103.25599999999999,99.7,88.8,10.900000000000006,0.12274774774774781,-0.1449230769230942,7.081699231116781,0.0685839005105445
山东,370000,1,中等经济水平-上升型,地区生产总值_最新年值=98565.80；人均可支配收入_地区总计_最新年值=42077.00；人均消费支出_地区总计_最新年值=25645.00；地区居民消费价格指数_总指数_最新年值=100.20,45124.956,98565.8,8278.1,90287.7,10.906814365615297,3854.3103846154445,28035.045623463215,0.6212758550604064,19132.178799999998,42077.0,4095.0,37982.0,9.275213675213676,1665.2155230769492,12189.09187354934,0.6370989943680299,12264.0112,25645.0,2982.0,22663.0,7.599932930918847,1011.9252461538621,7393.459250502606,0.6028581619774291,101.96,100.2,100.2,0.0,0.0,-0.0070769230769265985,1.5009330431434977,0.014720802698543525,104.26,99.5,97.7,1.7999999999999972,0.01842374616171952,-0.04338461538462677,4.738354144637142,0.04544747884746923,103.48400000000001,99.3,88.3,11.0,0.1245753114382786,-0.05492307692309352,6.201334050025042,0.05992553486553517
辽宁,210000,1,中等经济水平-上升型,地区生产总值_最新年值=32612.70；人均可支配收入_地区总计_最新年值=39844.00；人均消费支出_地区总计_最新年值=25963.00；地区居民消费价格指数_总指数_最新年值=100.20,16826.328,32612.7,4669.1,27943.6,5.984793643314557,1177.2657692307866,8540.559133898436,0.5075711785660207,19494.166400000002,39844.0,4024.0,35820.0,8.90159045725646,1618.4166461538712,11767.840322797341,0.6036595810938261,13729.999199999998,25963.0,3216.0,22747.0,7.073072139303482,1039.0513000000155,7568.837444054361,0.5512627738575806,101.86,100.2,99.9,0.29999999999999716,0.0030030030030029744,0.0035384615384579992,1.5808858276295592,0.015520182874823868,104.0,99.3,97.7,1.5999999999999943,0.016376663254861763,-0.062307692307703125,4.285137103990956,0.041203241384528425,103.436,100.3,88.9,11.399999999999991,0.1282339707536557,-0.08138461538463133,6.583851760178079,0.06365145365422173
上海,310000,2,高经济水平-上升型,地区生产总值_最新年值=53926.70；人均可支配收入_地区总计_最新年值=88366.00；人均消费支出_地区总计_最新年值=52722.00；地区居民消费价格指数_总指数_最新年值=100.00,23747.94,53926.7,4812.2,49114.5,10.20624662316612,1989.6940000000307,14533.814582909747,0.6120031709238674,42798.57,88366.0,11056.0,77310.0,6.992583212735166,3429.9281461538985,25060.57382983127,0.5855469897669775,29150.903600000005,52722.0,8565.0,44157.0,5.155516637478109,1974.194907692336,14318.112000453099,0.491172150164604,101.97200000000001,100.0,102.5,-2.5,-0.024390243902439025,-0.0008461538461556546,1.497336301570226,0.014683798509102751,104.07600000000001,99.3,98.1,1.2000000000000028,0.012232415902140702,-0.08415384615385717,4.108554977117868,0.03947648811558734,103.53200000000001,99.0,92.1,6.900000000000006,0.07491856677524436,-0.21000000000001556,7.425508467438443,0.07172186828650506
北京,110000,2,高经济水平-上升型,地区生产总值_最新年值=49843.10；人均可支配收入_地区总计_最新年值=85415.00；人均消费支出_地区总计_最新年值=49748.00；地区居民消费价格指数_总指数_最新年值=100.10,21259.484,49843.1,3277.8,46565.299999999996,14.20626639819391,1913.418615384645,13993.97614380359,0.6582462746416418,41183.7148,85415.0,9230.0,76185.0,8.254062838569881,3354.353492307743,24470.172136181653,0.5941710759948651,26989.0484,49748.0,7644.0,42104.0,5.508110936682365,1830.6840846154107,13295.37313309098,0.49262104154405756,101.824,100.1,103.5,-3.4000000000000057,-0.03285024154589378,-0.012999999999999814,1.6657202646302876,0.016358817809458356,103.62400000000001,97.8,97.9,-0.10000000000000853,-0.0010214504596527938,-0.07730769230770178,4.17365834730156,0.04027694691675248,102.648,99.0,91.4,7.599999999999994,0.08315098468271329,-0.08976923076924463,5.627654573621234,0.05482478541833483
内蒙古,150000,3,低经济水平-上升型,地区生产总值_最新年值=26314.60；人均可支配收入_地区总计_最新年值=40077.00；人均消费支出_地区总计_最新年值=28113.00；地区居民消费价格指数_总指数_最新年值=100.20,11045.86,26314.6,1539.1,24775.5,16.097394581248782,1016.368384615401,7460.168303248928,0.6753813920553879,18308.1104,40077.0,3379.0,36698.0,10.8606096478248,1626.9883615384872,11870.479275626734,0.64837271658722,13241.748399999999,28113.0,2648.0,25465.0,9.616691842900302,1076.5874230769398,7848.154705177354,0.5926826630520601,102.05599999999998,100.2,101.3,-1.0999999999999943,-0.010858835143139135,-0.037692307692311286,1.5234382166664977,0.014927473315302362,104.108,98.3,97.2,1.0999999999999943,0.01131687242798348,-0.09700000000001369,4.759068816480804,0.04571280609060595,103.836,100.4,93.0,7.400000000000006,0.07956989247311834,-0.121538461538475,5.563084036755153,0.053575677383134485
海南,450000,3,低经济水平-上升型,地区生产总值_最新年值=7935.70；人均可支配收入_地区总计_最新年值=34829.00；人均消费支出_地区总计_最新年值=25908.00；地区居民消费价格指数_总指数_最新年值=100.00,3214.2239999999997,7935.7,526.8,7408.9,14.063971146545178,314.87500000000523,2330.503869171643,0.7250595693304647,15903.2496,34829.0,3479.0,31350.0,9.011210117849958,1401.0395384615601,10273.763686403336,0.6460166283501793,11396.8324,25908.0,2577.0,23331.0,9.053550640279395,995.3103153846313,7313.054077330636,0.6416742670823725,102.168,100.0,101.1,-1.0999999999999943,-0.010880316518298658,0.0007692307692272148,2.1051783772402763,0.020605065942763647,104.036,98.5,98.3,0.20000000000000284,0.002034587995930853,-0.022076923076932695,5.010459459969713,0.04816082375302504,102.7,98.2,91.4,6.799999999999997,0.07439824945295401,-0.08123076923078232,5.15030096207979,0.05014898697253933
宁夏,640000,3,低经济水平-上升型,地区生产总值_最新年值=5502.80；人均可支配收入_地区总计_最新年值=33355.00；人均消费支出_地区总计_最新年值=22865.00；地区居民消费价格指数_总指数_最新年值=99.70,2289.664,5502.8,295.0,5207.8,17.6535593220339,225.2193076923113,1658.8866748226053,0.7245109652868741,14706.068000000001,33355.0,2777.0,30578.0,11.01116312567519,1326.212123076944,9720.36795332687,0.6609766766566609,10851.0152,22865.0,2338.0,20527.0,8.77972626176219,907.4979076923221,6617.568614909932,0.6098570956669503,102.228,99.7,99.6,0.10000000000000853,0.0010040160642571137,-0.03869230769231294,2.0547544865506433,0.020099723036258593,104.27199999999999,97.2,97.2,0.0,0.0,-0.11846153846155158,5.128705099730339,0.049185832243846275,103.704,100.2,91.1,9.100000000000009,0.09989023051591668,-0.08961538461539827,5.677498040510451,0.05474714611307617
