省份,年份,行政区划代码,猪肉（千克/人）,牛肉（千克/人）,羊肉（千克/人）,禽肉（千克/人）,水产品（千克/人）,蛋类（千克/人）,奶类（千克/人）,缺失分项数
湖南,2019,430000,25.7,2.2,0.6,13.7,14.8,8.7,6.9,0
湖南,2020,430000,22.7,2.2,0.6,15.8,14.6,10.3,7.4,0
湖南,2021,430000,32.0,2.2,0.7,15.3,14.6,10.9,8.9,0
湖南,2022,430000,33.9,2.4,0.6,14.3,14.6,10.7,8.0,0
湖南,2023,430000,39.8,3.1,0.8,13.1,14.6,12.3,7.9,0
湖南,2024,430000,35.9,3.8,0.9,13.5,15.3,10.7,7.9,0
甘肃,2000,620000,,,,,,,,7
甘肃,2001,620000,,,,,,,,7
甘肃,2002,620000,,,,,,,,7
甘肃,2003,620000,,,,,,,,7
甘肃,2004,620000,,,,,,,,7
甘肃,2005,620000,,,,,,,,7
甘肃,2006,620000,,,,,,,,7
甘肃,2007,620000,,,,,,,,7
甘肃,2008,620000,,,,,,,,7
甘肃,2009,620000,,,,,,,,7
甘肃,2010,620000,,,,,,,,7
甘肃,2011,620000,,,,,,,,7
甘肃,2012,620000,,,,,,,,7
甘肃,2013,620000,,,,,,,,7
甘肃,2014,620000,,,,,,,,7
甘肃,2015,620000,12.6,1.4,2.4,4.0,2.0,7.6,13.4,0
甘肃,2016,620000,11.9,1.4,2.8,4.2,2.1,7.1,13.8,0
甘肃,2017,620000,11.4,1.4,2.4,4.4,2.2,7.3,13.9,0
甘肃,2018,620000,14.3,1.2,2.4,4.8,2.4,8.7,13.6,0
甘肃,2019,620000,13.6,1.5,2.2,5.6,3.1,8.1,15.9,0
甘肃,2020,620000,11.9,1.6,1.8,6.3,2.8,9.3,15.7,0
甘肃,2021,620000,16.8,1.8,1.8,6.5,2.8,10.4,17.4,0
甘肃,2022,620000,17.6,1.6,2.3,5.7,2.8,10.3,14.7,0
甘肃,2023,620000,17.9,2.0,2.4,5.2,3.0,9.5,11.6,0
甘肃,2024,620000,15.9,2.5,2.3,5.3,2.9,9.6,12.1,0
福建,2000,350000,,,,,,,,7
福建,2001,350000,,,,,,,,7
福建,2002,350000,,,,,,,,7
福建,2003,350000,,,,,,,,7
福建,2004,350000,,,,,,,,7
福建,2005,350000,,,,,,,,7
福建,2006,350000,,,,,,,,7
福建,2007,350000,,,,,,,,7
福建,2008,350000,,,,,,,,7
福建,2009,350000,,,,,,,,7
福建,2010,350000,,,,,,,,7
福建,2011,350000,,,,,,,,7
福建,2012,350000,,,,,,,,7
福建,2013,350000,,,,,,,,7
福建,2014,350000,,,,,,,,7
福建,2015,350000,25.5,1.5,0.7,10.6,26.0,8.2,10.8,0
福建,2016,350000,25.8,1.9,0.8,12.2,26.6,8.8,11.0,0
福建,2017,350000,25.9,1.9,0.8,11.8,25.8,8.7,10.8,0
福建,2018,350000,29.1,1.9,0.7,11.5,23.9,8.6,11.7,0
福建,2019,350000,22.3,2.2,0.7,13.0,25.3,9.1,10.7,0
福建,2020,350000,19.3,2.1,0.6,15.7,26.4,10.7,11.7,0
福建,2021,350000,27.7,2.4,0.8,15.0,26.8,11.4,13.4,0
福建,2022,350000,29.9,2.5,0.8,13.6,25.7,11.1,11.4,0
福建,2023,350000,35.7,3.5,0.9,14.6,31.5,10.4,13.0,0
福建,2024,350000,33.5,4.2,1.2,14.5,30.7,13.1,12.1,0
西藏,2000,540000,,,,,,,,7
西藏,2001,540000,,,,,,,,7
西藏,2002,540000,,,,,,,,7
西藏,2003,540000,,,,,,,,7
西藏,2004,540000,,,,,,,,7
西藏,2005,540000,,,,,,,,7
西藏,2006,540000,,,,,,,,7
西藏,2007,540000,,,,,,,,7
西藏,2008,540000,,,,,,,,7
西藏,2009,540000,,,,,,,,7
西藏,2010,540000,,,,,,,,7
西藏,2011,540000,,,,,,,,7
西藏,2012,540000,,,,,,,,7
西藏,2013,540000,,,,,,,,7
西藏,2014,540000,,,,,,,,7
西藏,2015,540000,6.7,26.4,5.8,0.9,0.5,3.1,21.4,0
西藏,2016,540000,9.3,21.8,9.6,0.9,0.4,2.9,20.4,0
西藏,2017,540000,7.6,13.9,7.9,1.4,0.7,3.7,22.5,0
西藏,2018,540000,6.7,17.9,4.5,1.5,0.5,3.6,14.3,0
西藏,2019,540000,5.7,17.5,3.7,1.7,0.6,3.2,11.6,0
西藏,2020,540000,6.7,17.4,5.5,1.2,0.4,2.4,8.5,0
西藏,2021,540000,6.2,21.9,6.6,1.2,0.5,2.7,9.3,0
西藏,2022,540000,6.8,23.0,6.6,1.0,0.5,3.3,9.6,0
西藏,2023,540000,7.1,25.8,6.7,1.2,0.6,3.0,7.6,0
西藏,2024,540000,6.6,25.9,5.1,1.0,0.7,3.2,10.5,0
贵州,2000,520000,,2.36,0.68,,,,,5
贵州,2001,520000,,,,,,,,7
贵州,2002,520000,,,,,,,,7
贵州,2003,520000,,,,,,,,7
贵州,2004,520000,,,,,,,,7
贵州,2005,520000,,,,,,,,7
贵州,2006,520000,,,,,,,,7
贵州,2007,520000,,,,,,,,7
贵州,2008,520000,,,,,,,,7
贵州,2009,520000,,,,,,,,7
贵州,2010,520000,,,,,,,,7
贵州,2011,520000,,,,,,,,7
贵州,2012,520000,,,,,,,,7
贵州,2013,520000,,,,,,,,7
贵州,2014,520000,,,,,,,,7
贵州,2015,520000,29.8,1.2,0.3,5.1,2.2,4.4,5.3,0
贵州,2016,520000,28.0,1.2,0.3,5.4,2.4,4.3,5.5,0
贵州,2017,520000,27.6,1.2,0.3,5.0,2.4,4.2,5.4,0
贵州,2018,520000,29.1,1.0,0.2,4.6,2.2,3.4,4.4,0
贵州,2019,520000,26.0,1.0,0.2,5.6,2.8,3.7,4.6,0
贵州,2020,520000,22.3,1.0,0.2,6.6,3.0,4.8,5.1,0
贵州,2021,520000,28.2,1.1,0.2,6.9,3.5,4.8,6.4,0
贵州,2022,520000,30.7,1.1,0.4,6.9,3.6,5.2,6.7,0
贵州,2023,520000,30.3,1.2,0.3,7.0,3.7,5.2,6.7,0
贵州,2024,520000,30.9,1.6,0.3,7.4,3.9,5.3,6.7,0
辽宁,2000,210000,,,,,,,,7
辽宁,2001,210000,,,,,,,,7
辽宁,2002,210000,,,,,,,,7
辽宁,2003,210000,,,,,,,,7
辽宁,2004,210000,,,,,,,,7
辽宁,2005,210000,,,,,,,,7
辽宁,2006,210000,,,,,,,,7
辽宁,2007,210000,,,,,,,,7
辽宁,2008,210000,,,,,,,,7
辽宁,2009,210000,,,,,,,,7
辽宁,2010,210000,,,,,,,,7
辽宁,2011,210000,,,,,,,,7
辽宁,2012,210000,,,,,,,,7
辽宁,2013,210000,,,,,,,,7
辽宁,2014,210000,,,,,,,,7
辽宁,2015,210000,18.1,2.1,1.3,4.7,13.9,12.3,14.4,0
辽宁,2016,210000,18.3,2.6,1.8,5.3,14.8,13.3,14.8,0
辽宁,2017,210000,18.5,2.6,1.5,5.2,14.5,13.6,15.0,0
辽宁,2018,210000,19.0,2.6,1.3,5.1,13.7,12.1,14.9,0
辽宁,2019,210000,17.9,2.7,1.1,5.6,15.4,13.1,16.0,0
辽宁,2020,210000,16.5,3.1,1.4,7.1,15.1,16.6,17.7,0
辽宁,2021,210000,26.3,3.8,1.6,7.5,17.1,17.5,19.3,0
辽宁,2022,210000,27.5,3.8,1.5,6.8,17.0,18.7,15.6,0
辽宁,2023,210000,30.7,3.9,1.9,7.5,18.1,19.4,15.6,0
辽宁,2024,210000,27.0,4.8,2.1,7.6,16.6,19.3,14.2,0
重庆,2000,500000,25.86,,,4.09,,5.79,,4
重庆,2001,500000,,,,,,,,7
重庆,2002,500000,,,,,,,,7
重庆,2003,500000,,,,,,,,7
重庆,2004,500000,,,,,,,,7
重庆,2005,500000,,,,,,,,7
重庆,2006,500000,,,,,,,,7
重庆,2007,500000,,,,,,,,7
重庆,2008,500000,,,,,,,,7
重庆,2009,500000,,,,,,,,7
重庆,2010,500000,,,,,,,,7
重庆,2011,500000,,,,,,,,7
重庆,2012,500000,,,,,,,,7
重庆,2013,500000,33.2,1.31,0.39,,9.15,8.9,16.19,1
重庆,2014,500000,33.52,1.26,0.35,,9.58,9.12,16.33,1
重庆,2015,500000,33.67,1.26,0.52,10.2,9.89,10.14,14.6,0
重庆,2016,500000,33.56,1.37,0.76,11.3,9.97,9.88,16.62,0
重庆,2017,500000,33.85,1.43,0.75,11.6,10.47,9.84,17.21,0
重庆,2018,500000,38.79,1.34,0.58,10.0,9.93,9.77,12.64,0
重庆,2019,500000,33.7,1.7,0.5,11.9,12.1,10.3,13.3,0
重庆,2020,500000,29.9,1.9,0.5,13.6,12.5,11.8,14.0,0
重庆,2021,500000,39.6,2.3,0.7,14.6,14.9,14.2,17.5,0
重庆,2022,500000,45.8,2.7,0.7,14.5,15.0,14.7,15.7,0
重庆,2023,500000,48.5,3.3,1.0,14.1,15.6,15.3,17.4,0
重庆,2024,500000,45.3,3.5,0.9,13.9,14.9,14.0,16.3,0
陕西,2000,610000,,,,,,,,7
陕西,2001,610000,,,,,,,,7
陕西,2002,610000,,,,,,,,7
陕西,2003,610000,,,,,,,,7
陕西,2004,610000,,,,,,,,7
陕西,2005,610000,,,,,,,,7
陕西,2006,610000,,,,,,,,7
陕西,2007,610000,,,,,,,,7
陕西,2008,610000,,,,,,,,7
陕西,2009,610000,,,,,,,,7
陕西,2010,610000,,,,,,,,7
陕西,2011,610000,,,,,,,,7
陕西,2012,610000,,,,,,,,7
陕西,2013,610000,8.7,0.6,0.7,1.5,1.7,,10.0,1
陕西,2014,610000,9.2,0.7,0.7,1.6,1.6,,10.1,1
陕西,2015,610000,10.4,0.6,1.0,2.3,2.1,7.6,12.6,0
陕西,2016,610000,10.0,0.6,1.2,2.8,2.2,7.0,13.4,0
陕西,2017,610000,10.2,0.7,1.2,2.7,2.5,8.0,14.6,0
陕西,2018,610000,11.8,1.0,1.1,2.9,2.8,7.8,13.8,0
陕西,2019,610000,10.9,1.2,1.4,3.5,3.3,8.9,14.5,0
陕西,2020,610000,10.5,1.2,1.3,4.0,3.1,10.3,14.7,0
陕西,2021,610000,14.5,1.2,1.2,4.1,3.2,11.4,15.4,0
陕西,2022,610000,15.8,1.3,1.2,4.1,3.4,12.3,14.7,0
陕西,2023,610000,18.6,1.4,1.4,4.5,3.7,12.8,13.7,0
陕西,2024,610000,16.1,1.8,1.5,4.3,3.5,12.4,13.7,0
青海,2000,630000,,,,,,,,7
青海,2001,630000,,,,,,,,7
青海,2002,630000,,,,,,,,7
青海,2003,630000,,,,,,,,7
青海,2004,630000,,,,,,,,7
青海,2005,630000,,,,,,,,7
青海,2006,630000,,,,,,,,7
青海,2007,630000,,,,,,,,7
青海,2008,630000,,,,,,,,7
青海,2009,630000,,,,,,,,7
青海,2010,630000,,,,,,,,7
青海,2011,630000,,,,,,,,7
青海,2012,630000,,,,,,,,7
青海,2013,630000,,,,,,,,7
青海,2014,630000,,,,,,,,7
青海,2015,630000,10.3,4.5,6.9,3.2,2.1,4.3,17.4,0
青海,2016,630000,12.3,5.0,8.0,3.2,2.0,4.6,18.2,0
青海,2017,630000,11.4,5.3,7.1,3.5,2.0,4.8,17.9,0
青海,2018,630000,9.8,9.4,6.6,2.9,1.7,3.7,17.6,0
青海,2019,630000,8.7,9.0,5.5,3.4,2.0,4.2,18.8,0
青海,2020,630000,8.1,10.0,4.7,3.7,1.9,5.2,16.7,0
青海,2021,630000,13.0,5.1,5.1,3.9,1.8,5.6,17.0,0
青海,2022,630000,13.1,9.9,5.6,3.8,2.1,7.0,17.5,0
青海,2023,630000,12.6,10.3,6.6,3.9,2.4,6.6,17.8,0
青海,2024,630000,11.5,10.8,6.1,4.1,2.5,6.3,18.4,0
黑龙江,2000,230000,,,,,,,,7
黑龙江,2001,230000,,,,,,,,7
黑龙江,2002,230000,,,,,,,,7
黑龙江,2003,230000,,,,,,,,7
黑龙江,2004,230000,,,,,,,,7
黑龙江,2005,230000,,,,,,,,7
黑龙江,2006,230000,,,,,,,,7
黑龙江,2007,230000,,,,,,,,7
黑龙江,2008,230000,,,,,,,,7
黑龙江,2009,230000,,,,,,,,7
黑龙江,2010,230000,,,,,,,,7
黑龙江,2011,230000,,,,,,,,7
黑龙江,2012,230000,,,,,,,,7
黑龙江,2013,230000,,,,,,,,7
黑龙江,2014,230000,,,,,,,,7
黑龙江,2015,230000,13.9,1.5,1.2,4.5,7.9,9.6,10.4,0
黑龙江,2016,230000,14.2,1.8,1.5,5.5,8.3,9.9,9.8,0
黑龙江,2017,230000,15.4,1.9,1.4,5.7,8.2,11.1,10.4,0
黑龙江,2018,230000,18.5,2.0,1.1,5.3,9.0,10.9,10.4,0
黑龙江,2019,230000,15.1,1.9,1.1,6.0,10.3,12.2,9.8,0
黑龙江,2020,230000,15.0,2.3,1.4,8.2,10.3,16.4,10.6,0
黑龙江,2021,230000,24.4,2.5,1.6,8.6,10.7,16.7,12.4,0
黑龙江,2022,230000,23.0,2.6,1.6,6.9,11.2,16.0,10.6,0
黑龙江,2023,230000,27.0,2.9,2.0,6.9,11.8,16.5,10.5,0
黑龙江,2024,230000,22.5,3.9,2.0,7.1,11.9,17.1,10.0,0
