省份,year,exponential_decline,local_trend,robust_linear,median_robust_trend,indicator,indicator_code,forecast_method
四川,2028,100.95666547375059,92.01475200000002,89.88466666666666,92.01475200000002,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2029,98.30967760735666,87.63868672000001,82.88083333333333,87.63868672000001,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2030,96.09872749259074,83.87527057920002,75.877,83.87527057920002,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2031,94.25198672281043,80.63873269811202,68.87316666666666,80.63873269811202,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2032,92.7094591696142,77.85531012037634,61.86933333333332,77.85531012037634,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2033,91.4210318541483,75.46156670352366,54.86549999999999,75.46156670352366,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2034,90.34484689797102,73.40294736503034,47.86166666666665,73.40294736503034,口粮,grain_raw,median_of_robust_provincial_trend_models
四川,2035,89.4459416621072,71.6325347339261,40.85783333333332,71.6325347339261,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2025,87.77710831145438,86.80000000000001,87.40666666666667,87.40666666666667,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2026,84.31480405783331,82.41400000000002,82.91333333333334,82.91333333333334,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2027,81.40724507976293,78.64204000000001,78.42,78.64204000000001,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2028,78.96554770376945,75.39815440000001,73.92666666666668,75.39815440000001,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2029,76.91506958074609,72.60841278400001,69.43333333333334,72.60841278400001,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2030,75.19312787972481,70.20923499424002,64.94,70.20923499424002,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2031,73.74708308245376,68.14594209504642,60.44666666666667,68.14594209504642,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2032,72.53272980064723,66.37151020173992,55.95333333333334,66.37151020173992,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2033,71.5129454234155,64.84549877349633,51.46000000000001,64.84549877349633,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2034,70.65655528421412,63.533128945206855,46.966666666666676,63.533128945206855,口粮,grain_raw,median_of_robust_provincial_trend_models
天津,2035,69.93737965562467,62.4044908928779,42.47333333333334,62.4044908928779,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2025,104.5834896023346,103.26666666666667,104.41041666666666,104.41041666666666,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2026,101.78905895857412,99.45400000000001,101.12083333333334,101.12083333333334,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2027,99.28342232452427,96.17510666666668,97.83125000000001,97.83125000000001,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2028,97.03673391380603,93.35525840000001,94.54166666666667,94.54166666666667,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2029,95.0222323910145,90.93018889066667,91.25208333333333,91.25208333333333,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2030,93.21592210518716,88.84462911264,87.9625,88.84462911264,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2031,91.59628726660718,87.05104770353708,84.67291666666668,87.05104770353708,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2032,90.14403566237047,85.50856769170855,81.38333333333334,85.50856769170855,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2033,88.84186885799546,84.18203488153603,78.09375,84.18203488153603,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2034,87.6742761478415,83.04121666478765,74.80416666666667,83.04121666478765,口粮,grain_raw,median_of_robust_provincial_trend_models
宁夏,2035,86.6273497999847,82.06011299838406,71.51458333333335,82.06011299838406,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2025,130.21445114121082,128.53333333333336,129.97500000000002,129.97500000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2026,126.57278350456698,123.57400000000003,125.65000000000002,125.65000000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2027,123.3267708795437,119.30897333333336,121.32500000000002,121.32500000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2028,120.4334266721297,115.64105040000003,117.00000000000003,117.00000000000003,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2029,117.85443463801334,112.48663667733337,112.67500000000004,112.67500000000004,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2030,115.55564146470462,109.77384087584004,108.35000000000004,109.77384087584004,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2031,113.50660448291288,107.44083648655578,104.02500000000003,107.44083648655578,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2032,111.68018851757085,105.43445271177131,99.70000000000005,105.43445271177131,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2033,110.05220653964713,103.70896266545667,95.37500000000006,103.70896266545667,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2034,108.60109935993731,102.22504122562609,91.05000000000005,102.22504122562609,口粮,grain_raw,median_of_robust_provincial_trend_models
安徽,2035,107.3076501230539,100.94886878737177,86.72500000000005,100.94886878737177,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2025,94.24291512848143,90.8,91.44375,91.44375,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2026,90.436517884429,83.92,84.08749999999999,84.08749999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2027,87.25714765367405,78.00319999999999,76.73124999999999,78.00319999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2028,84.60151440887665,72.914752,69.37499999999997,72.914752,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2029,82.38334306706393,68.53868672,62.018749999999976,68.53868672,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2030,80.5305706214416,64.7752705792,54.662499999999966,64.7752705792,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2031,78.98300498908965,61.53873269811201,47.30624999999996,61.53873269811201,口粮,grain_raw,median_of_robust_provincial_trend_models
