省份,year,indicator,indicator_code,model,value_kg_per_capita,train_start_year,train_end_year,sample_count,status,detail
宁夏,2032,口粮,grain_raw,linear_regression,97.21212121212147,2015,2024,10,success,
宁夏,2033,口粮,grain_raw,linear_regression,95.74909090909159,2015,2024,10,success,
宁夏,2034,口粮,grain_raw,linear_regression,94.28606060606126,2015,2024,10,success,
宁夏,2035,口粮,grain_raw,linear_regression,92.82303030303092,2015,2024,10,success,
宁夏,2025,口粮,grain_raw,logistic_curve,108.01969544307515,2015,2024,10,success,
宁夏,2026,口粮,grain_raw,logistic_curve,107.46057369744358,2015,2024,10,success,
宁夏,2027,口粮,grain_raw,logistic_curve,107.01746697159545,2015,2024,10,success,
宁夏,2028,口粮,grain_raw,logistic_curve,106.66917658465435,2015,2024,10,success,
宁夏,2029,口粮,grain_raw,logistic_curve,106.3971777675177,2015,2024,10,success,
宁夏,2030,口粮,grain_raw,logistic_curve,106.18582965604293,2015,2024,10,success,
宁夏,2031,口粮,grain_raw,logistic_curve,106.02225204686552,2015,2024,10,success,
宁夏,2032,口粮,grain_raw,logistic_curve,105.89603196481065,2015,2024,10,success,
