cluster,饲料粮均值,饲料粮最新年值,饲料粮首年值,饲料粮变化量,饲料粮变化率,饲料粮线性趋势斜率,饲料粮标准差,饲料粮变异系数
0,0.2924462139392531,-0.02094332732324382,0.6005412412013057,-0.8376251814971293,-0.9903835638721225,-0.7641576025385263,-0.784787276068525,-1.0377554342077286
1,0.023712568242592123,0.2803073054733009,-0.30720575478036194,0.9307325820746778,1.1017883450679855,0.9844374545209199,0.9347484533142009,1.068783474773101
2,1.2682579267793372,1.2551878254954512,1.19855487532685,0.7445306027468298,0.06755196949555535,0.5775978331818213,0.7185729406288021,-0.0699149334583846
3,-1.4551775649451388,-1.452379055588541,-1.2748002333954187,-1.0105011407501026,-0.500018108096602,-1.0281001034274155,-1.0543748526238048,-0.2809002390455536
