聚类对象,时间范围,默认K值,省份数量,输入文件,核心特征
口粮消费,2015-2024,4,31,/mnt/test/粮食需求/Provincial_Grain_Forecast/数据提取与可视化/口粮/table/省级口粮长表数据.csv,均值、最新年值、首年值、变化量、变化率、线性趋势斜率、标准差、变异系数
