cluster,口粮均值,口粮最新年值,口粮首年值,口粮变化量,口粮变化率,口粮线性趋势斜率,口粮标准差,口粮变异系数
0,-0.7984232583924514,-0.9094574400438278,-0.5162670527240166,-0.03665768513612548,-0.27494318027113585,-0.05124635341017021,-0.2987705018210785,-0.16078516930709247
1,3.4286987741562456,0.07529005672257374,4.4621643617550735,-4.547081696737949,-3.233166892441012,-4.4886770125685755,5.026628908806146,4.514405550153301
2,0.656919456587513,0.10358086591529853,0.941157458684458,-0.9042763524670275,-1.128783848840887,-0.9082837496010723,0.36239170893750705,0.4192584774283899
3,0.4444975748904276,0.9497208850880866,-0.004453692282480695,0.5979321804649836,0.805286381750737,0.6100751699318596,-0.14853977000950566,-0.2708606624722449
